date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.label,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,artist,artist_ori_dbid,place.address.suburb,ori_dbid,no_of_events,new_venue_name_x,new_venue_name_y,total_no_of_events,venue_name,venue_category_minor,venue_category_major,State
1986,1,1,1986,1,1,Travelling United States,United States,Nevada,North Las Vegas,89178,4da1ba54b538b73d930221e4,,place,place,36.0159845,-115.2825254,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1995,3,1,1995,4,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1994,7,30,1995,6,30,"Australian War Memorial, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2612,4da1957bb538b73d93004137,,place,place,-35.2808326,149.1485828,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1954,10,7,1954,10,23,"Anthony Horderns Fine Art Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19634b538b73d93007732,,place,place,-33.8689009,151.2070914,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1995,3,9,1995,4,1,"New England Regional Art Museum, Armidale, New South Wales",Australia,New South Wales,Armidale,2350,4da19612b538b73d93006f47,,place,place,-30.525371,151.664879,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19612b538b73d93006f47,17.0,"New England Regional Art Museum, Armidale, NSW","New England Regional Art Museum, Armidale, NSW",24.0,"New England Regional Art Museum, Armidale, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1911,1,1,1911,1,1,"Old Salon, Paris, France",France,Île-de-France,Paris,75004,4da1a02bb538b73d930169b5,,place,place,48.8566667,2.3509871,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1995,3,9,1995,6,1,"Newcastle Region Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da19550b538b73d930031af,,place,place,-32.9292054,151.7729731,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19550b538b73d930031af,116.0,"Newcastle Region Art Gallery, Newcastle, NSW","Newcastle Region Art Gallery, Newcastle, NSW",134.0,"Newcastle Region Art Gallery, Newcastle, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1943,10,13,1943,10,25,"Macquarie Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000dfa,,place,place,-33.8689009,151.2070914,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19504b538b73d93000dfa,108.0,"Macquarie Galleries, Sydney, NSW","Macquarie Galleries, Sydney, NSW",108.0,"Macquarie Galleries, Sydney, NSW",Commercial,Commercial,NSW
1925,1,1,1925,1,1,"London, England, United Kingdom",United Kingdom,England,London,SW1P 3JX,4da194f7b538b73d9300068e,,place,place,51.5001524,-0.1262362,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1946,8,4,1946,8,18,"National Art Gallery of NSW, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19b82b538b73d93012076,,place,place,-33.8689009,151.2070914,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1919,1,1,1919,1,1,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,,place,place,-33.8689009,151.2070914,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1982,10,1,1982,10,31,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19809b538b73d9300c919,,place,place,-33.8686268,151.2170618,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da19809b538b73d9300c919,7.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1995,3,8,,,,"Artarmon, New South Wales",Australia,New South Wales,Sydney,2064,5420dd18d707ff1912000036,Angeloro Fine Art Galleries,place,place,-33.808859,151.1847951,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",Artarmon,,,,,,,,,
1975,9,2,1975,9,27,"Melbourne University, Ewing and George Paton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b023b538b73d9301dcba,,place,place,-37.8131869,144.9629796,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1975,5,28,1975,6,22,"Newcastle City Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da1a81ab538b73d9301a89a,,place,place,-32.9292054,151.7729731,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1925,1,1,1925,1,1,"Paris, France",France,Île-de-France,Paris,75004,4da19504b538b73d93000e41,,place,place,48.8566667,2.3509871,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1986,1,1,1986,1,1,Travelling United States,United States,Nevada,North Las Vegas,89178,4da1ba54b538b73d930221e4,,place,place,36.0159845,-115.2825254,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1919,1,1,1919,1,1,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da194f5b538b73d930005fd,,place,place,-37.8131869,144.9629796,"""Hilda Rix Nicholas""","{""$oid"": ""4da1a11fb538b73d9301726e""}",,,,,,,,,,
2000,11,24,2001,2,25,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1943,10,13,1943,10,25,"Macquarie Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19504b538b73d93000dfa,,place,place,-33.8689009,151.2070914,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da19504b538b73d93000dfa,108.0,"Macquarie Galleries, Sydney, NSW","Macquarie Galleries, Sydney, NSW",108.0,"Macquarie Galleries, Sydney, NSW",Commercial,Commercial,NSW
,,,,,,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19500b538b73d93000beb,,place,place,-33.8689009,151.2070914,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
,,,,,,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19500b538b73d93000beb,,place,place,-33.8689009,151.2070914,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,,,,,,,,,
2011,10,20,2012,12,15,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
,,,,,,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19500b538b73d93000beb,,place,place,-33.8689009,151.2070914,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,,,,,,,,,
1946,8,4,1946,8,18,"National Art Gallery of NSW, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19b82b538b73d93012076,,place,place,-33.8689009,151.2070914,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,2,16,1995,3,13,"PICA (Perth Institute of Contemporary Arts), Western Australia",Australia,Western Australia,Perth,Unknown,4da1c919b538b73d9302676a,,place,place,47.7510741,-120.7401386,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Freda Rhoda Robertshaw""","{""$oid"": ""4da1a12ab538b73d930173fb""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2000,1,1,2000,1,1,"Experimental Art Foundation, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da19591b538b73d9300499f,,place,place,-34.9286212,138.5999594,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,4da19591b538b73d9300499f,465.0,"Experimental Art Foundation, Adelaide, SA","Experimental Art Foundation, Adelaide, SA",465.0,"Experimental Art Foundation, Adelaide, SA",CAOA,ARI or Indpendent ,SA
2001,9,10,2001,10,10,"Bendigo Art Gallery, Bendigo, Victoria",Australia,Victoria,Greater Bendigo,3550,4da1a318b538b73d93018b28,,place,place,-36.7587112,144.2837459,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",Bendigo,,,,,,,,,
1989,1,18,1989,2,5,"Linden Centre for Contemporary Arts, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da199f7b538b73d9300fe1e,,place,place,-37.8131869,144.9629796,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,,,,,,,,,
1989,1,28,1989,2,26,"Australian Centre for Contemporary Art, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d93001509,,place,place,-37.8131869,144.9629796,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,4da19511b538b73d93001509,21.0,"Australian Centre for Contemporary Art, Melbourne, VIC","Australian Centre for Contemporary Art, Melbourne, VIC",60.0,"Australian Centre for Contemporary Art, Melbourne, VIC",CAOA,ARI or Indpendent ,VIC
1993,1,1,1993,1,1,"Geelong Art Gallery, Geelong, Victoria",Australia,Victoria,Greater Geelong,3220,4da19e44b538b73d9301531f,,place,place,-38.1471723,144.3568209,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",Geelong,4da19e44b538b73d9301531f,15.0,"Geelong Art Gallery, Geelong, VIC","Geelong Art Gallery, Geelong, VIC",21.0,"Geelong Art Gallery, Geelong, VIC",Local Government and/or Regional Gallery,Government / Public Museum ,VIC
1996,1,1,1996,1,1,"Contemporary Art Centre of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b1d4b538b73d9301e16a,,place,place,-34.9286212,138.5999594,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,4da1b1d4b538b73d9301e16a,350.0,"Contemporary Art Centre of South Australia, Adelaide, SA","Contemporary Art Centre of South Australia, Adelaide, SA",350.0,"Contemporary Art Centre of South Australia, Adelaide, SA",CAOA,ARI or Indpendent ,SA
2001,1,1,2001,1,1,"Bendigo Art Gallery, Bendigo, Victoria",Australia,Victoria,Greater Bendigo,3550,4da1dfe9b538b73d93029a7a,,place,place,-36.7587112,144.2837459,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",Bendigo,4da1dfe9b538b73d93029a7a,7.0,"Bendigo Art Gallery, Bendigo, VIC","Bendigo Art Gallery, Bendigo, VIC",22.0,"Bendigo Art Gallery, Bendigo, VIC",Local Government and/or Regional Gallery,Government / Public Museum ,VIC
1999,1,1,1999,1,1,"John Curtin Gallery, Curtin University, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1b500b538b73d9301f114,,place,place,-31.9522222,115.8588889,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,4da1b500b538b73d9301f114,45.0,"John Curtin Gallery, Curtin University, Perth, WA","John Curtin Gallery, Curtin University, Perth, WA",45.0,"John Curtin Gallery, Curtin University, Perth, WA",University Gallery,University Gallery,WA
2012,8,2,2012,9,15,The Cross Art Projects,,,,Unknown,4da1e6dbb538b73d9302a50f,,place,place,,,"""Sally Smart""","{""$oid"": ""4da1a318b538b73d93018b2c""}",,,,,,,,,,
1995,3,9,1995,6,1,"Newcastle Region Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da19550b538b73d930031af,,place,place,-32.9292054,151.7729731,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19550b538b73d930031af,116.0,"Newcastle Region Art Gallery, Newcastle, NSW","Newcastle Region Art Gallery, Newcastle, NSW",134.0,"Newcastle Region Art Gallery, Newcastle, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1960,8,31,1960,9,9,"David Jones Art Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19647b538b73d93007c0b,,place,place,-33.8689009,151.2070914,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19647b538b73d93007c0b,26.0,"David Jones Art Gallery, Sydney, NSW","David Jones Art Gallery, Sydney, NSW",46.0,"David Jones Art Gallery, Sydney, NSW",Commercial,Commercial,NSW
1958,7,22,1958,8,1,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,564e546fd707ff25f4000000,Bissietta Art Gallery,place,place,-33.8674869,151.2069902,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,,,,,,,,,
2007,1,1,2009,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1975,9,2,1975,9,27,"Melbourne University, Ewing and George Paton Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b023b538b73d9301dcba,,place,place,-37.8131869,144.9629796,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,,,,,,,,,
2015,3,27,2015,6,14,"Bathurst Regional Art Gallery, Bathurst, New South Wales",Australia,New South Wales,Bathurst,2795,4da19732b538b73d9300a5ee,,place,place,-33.4222939,149.5798798,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19732b538b73d9300a5ee,22.0,"Bathurst Regional Art Gallery, Bathurst, NSW","Bathurst Regional Art Gallery, Bathurst, NSW",25.0,"Bathurst Regional Art Gallery, Bathurst, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1973,1,1,1973,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1974,1,1,1974,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,,place,place,-31.950414,115.860604,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19503b538b73d93000d89,161.0,"Art Gallery of Western Australia, Perth, WA","Art Gallery of Western Australia, Perth, WA",166.0,"Art Gallery of Western Australia, Perth, WA",State Gallery / Library,Government / Public Museum ,WA
1982,10,21,1982,11,14,"Bathurst Regional Art Gallery, Bathurst, New South Wales",Australia,New South Wales,Bathurst,2795,4da19732b538b73d9300a5ee,,place,place,-33.4222939,149.5798798,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da19732b538b73d9300a5ee,22.0,"Bathurst Regional Art Gallery, Bathurst, NSW","Bathurst Regional Art Gallery, Bathurst, NSW",25.0,"Bathurst Regional Art Gallery, Bathurst, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1995,8,4,1995,8,5,"Mary Place Gallery, Paddington, New South Wales",Australia,New South Wales,Sydney,2021,4da1b640b538b73d93020041,,place,place,-33.8846107,151.2265861,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",Paddington,4da1b640b538b73d93020041,8.0,"Mary Place Gallery, Paddington, NSW","Mary Place Gallery, Paddington, NSW",25.0,"Mary Place Gallery, Paddington, NSW",Commercial,Commercial,NSW
2011,10,20,2012,12,15,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6009,4da1a7fcb538b73d9301a5ec,,place,place,-31.9796122,115.8185563,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da1a7fcb538b73d9301a5ec,41.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA","Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",51.0,"Lawrence Wilson Art Gallery, University of Western Australia, Perth, WA",University Gallery,University Gallery,WA
1999,1,1,1999,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Grace Cossington Smith""","{""$oid"": ""4da1a3bdb538b73d93018f9e""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
